genus,species,specimen,individual,counter,bud,flwr,immFrt,fillFrt,infFrt,unfFrt,infFlwr,infImmFrt,infBud,unkRepStr,initials,entire_plant_confidence,early_herbivory,late_herbivory,number_repro_branches,stem_diam_cm,folder,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
s,polygaloides,3154356,3,lrs,15,15,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.124,s_polygaloides,15,6,2000,39.49922,-120.88936,200,1350,1450
s,polygaloides,3154629,1,lrs,30,42,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,9,0.171,s_polygaloides,28,5,1941,39.812084,-121.57722,5002,475,715
s,polygaloides,3154629,2,lrs,25,26,0,0,0,0,1,0,0,0,lrs,yes_roots,no,no,6,0.189,s_polygaloides,28,5,1941,39.812084,-121.57722,5002,475,715
s,polygaloides,3155239,1,lrs,16,7,0,0,0,0,2,0,0,1,lrs,yes_roots,no,no,3,0.155,s_polygaloides,28,5,1938,39.762276,-121.4713,6450,530,900
s,polygaloides,3155239,2,lrs,27,17,5,3,0,0,2,1,1,0,lrs,yes_roots,no,no,5,0.162,s_polygaloides,28,5,1938,39.762276,-121.4713,6450,530,900
s,polygaloides,3155239,3,lrs,12,6,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,2,0.097,s_polygaloides,28,5,1938,39.762276,-121.4713,6450,530,900
s,polygaloides,3155741,1,lrs,5,3,1,0,0,0,0,2,0,0,lrs,yes_roots,no,no,1,0.093,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,2,lrs,3,11,1,3,0,0,0,0,0,0,lrs,yes_roots,no,no,2,0.071,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,3,lrs,10,16,8,11,0,0,8,0,0,0,lrs,yes_roots,no,yes,4,0.16,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,4,lrs,15,15,0,0,0,0,0,0,0,0,lrs,yes_assumed,no,no,3,0.078,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,5,lrs,6,8,0,1,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.081,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,6,lrs,3,3,3,6,1,0,0,0,0,0,lrs,yes_roots,no,no,1,0.067,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,7,lrs,13,9,4,12,0,2,0,0,0,0,lrs,yes_roots,no,no,3,0.117,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,8,lrs,25,10,7,0,0,0,0,0,0,0,lrs,yes_assumed,no,no,5,0.083,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3155741,9,lrs,43,11,2,6,1,3,0,0,0,0,lrs,yes_roots,no,no,6,0.12,s_polygaloides,7,6,1916,39.01303,-121.1024,500,387,450
s,polygaloides,3156042,1,lrs,24,18,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,6,0.121,s_polygaloides,21,6,2006,39.485583,-120.887222,500,1397,NA
s,polygaloides,3156042,2,lrs,37,38,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,8,0.227,s_polygaloides,21,6,2006,39.485583,-120.887222,500,1397,NA
s,polygaloides,3156113,1,lrs,4,6,0,0,0,0,0,0,0,0,lrs,yes_assumed,no,yes,3,0.132,s_polygaloides,28,5,1941,39.812084,-121.57722,5002,475,715
s,polygaloides,3156113,2,lrs,26,17,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.228,s_polygaloides,28,5,1941,39.812084,-121.57722,5002,475,715
s,polygaloides,3156632,1,lrs,2,10,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,3,0.106,s_polygaloides,NA,6,1925,39.55944,-120.82583,800,880,1040
s,polygaloides,3157195,1,lrs,22,21,2,22,0,0,0,0,0,0,lrs,yes_roots,no,no,7,0.258,s_polygaloides,9,6,2006,39.768333,-121.461667,200,396,NA
s,polygaloides,3157195,2,lrs,48,55,6,24,0,4,0,0,0,0,lrs,yes_roots,no,no,13,0.202,s_polygaloides,9,6,2006,39.768333,-121.461667,200,396,NA
s,polygaloides,3158218,1,lrs,6,17,6,6,7,0,3,0,0,5,lrs,yes_roots,no,no,5,0.143,s_polygaloides,6,6,1995,37.624167,-120.146111,500,397,491
s,polygaloides,3158218,2,lrs,7,7,4,1,3,0,3,2,0,0,lrs,yes_roots,no,no,4,0.068,s_polygaloides,6,6,1995,37.624167,-120.146111,500,397,491
s,polygaloides,3158218,3,lrs,20,28,16,12,12,2,7,7,0,4,lrs,yes_roots,yes,yes,11,0.279,s_polygaloides,6,6,1995,37.624167,-120.146111,500,397,491
s,polygaloides,3158263,1,lrs,3,11,0,2,7,0,0,0,0,0,lrs,yes_roots,no,yes,4,0.156,s_polygaloides,21,6,1914,39.469784,-120.8414,1500,1303,1570
s,polygaloides,3158263,2,lrs,9,19,0,7,3,0,3,0,4,2,lrs,yes_roots,no,no,6,0.224,s_polygaloides,21,6,1914,39.469784,-120.8414,1500,1303,1570
s,polygaloides,3158263,3,lrs,12,4,0,0,0,0,1,0,0,4,lrs,yes_roots,no,no,2,0.123,s_polygaloides,21,6,1914,39.469784,-120.8414,1500,1303,1570
s,polygaloides,3158263,4,lrs,9,0,0,0,0,0,0,0,0,4,lrs,yes_roots,no,yes,2,0.144,s_polygaloides,21,6,1914,39.469784,-120.8414,1500,1303,1570
s,polygaloides,3158281,1,lrs,1,3,2,2,0,0,0,0,0,0,lrs,yes_assumed,no,no,1,0.101,s_polygaloides,7,7,1982,38.9477,-120.807,805,853,914
s,polygaloides,3158281,2,lrs,3,4,1,0,1,0,1,0,0,0,lrs,yes_roots,no,no,1,0.092,s_polygaloides,7,7,1982,38.9477,-120.807,805,853,914
s,polygaloides,3158281,3,lrs,10,27,8,19,2,0,1,3,0,0,lrs,yes_roots,no,no,6,0.177,s_polygaloides,7,7,1982,38.9477,-120.807,805,853,914
s,polygaloides,3158281,4,lrs,0,6,1,2,1,0,0,0,0,0,lrs,yes_roots,no,no,1,0.106,s_polygaloides,7,7,1982,38.9477,-120.807,805,853,914
s,polygaloides,3158613,1,lrs,23,7,1,0,0,0,0,0,0,0,lrs,yes_roots,no,no,3,0.183,s_polygaloides,28,5,1938,39.762276,-121.4713,6450,530,900
s,polygaloides,3158613,2,lrs,38,15,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.173,s_polygaloides,28,5,1938,39.762276,-121.4713,6450,530,900
s,polygaloides,3158613,3,lrs,14,5,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,7,0.238,s_polygaloides,28,5,1938,39.762276,-121.4713,6450,530,900
s,polygaloides,3158892,1,lrs,52,34,3,10,0,0,1,1,0,0,lrs,yes_roots,no,no,8,0.181,s_polygaloides,21,6,2006,39.449722,-120.876667,200,1050,1100
s,polygaloides,3158892,2,lrs,17,8,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,3,0.109,s_polygaloides,21,6,2006,39.449722,-120.876667,200,1050,1100
s,polygaloides,3159492,1,lrs,21,16,0,0,0,0,0,0,0,0,lrs,yes_assumed,no,no,6,0.174,s_polygaloides,7,6,1952,39.66611,-121.52895,200,280,NA
s,polygaloides,3159492,2,lrs,17,2,0,0,0,0,0,0,0,0,lrs,yes_assumed,no,no,4,0.105,s_polygaloides,7,6,1952,39.66611,-121.52895,200,280,NA
s,polygaloides,3159492,3,lrs,6,9,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,2,0.11,s_polygaloides,7,6,1952,39.66611,-121.52895,200,280,NA
s,polygaloides,3160608,1,lrs,102,53,0,0,0,0,2,0,10,7,lrs,yes_roots,no,yes,19,0.412,s_polygaloides,NA,6,1907,38.71266,-121.03336,5163,290,NA
s,polygaloides,3160610,1,lrs,12,4,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.172,s_polygaloides,7,6,1952,39.8546,-121.569626,5163,750,825
s,polygaloides,3160610,2,lrs,17,7,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.154,s_polygaloides,7,6,1952,39.8546,-121.569626,5163,750,825
s,polygaloides,3160610,3,lrs,11,4,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,3,0.135,s_polygaloides,7,6,1952,39.8546,-121.569626,5163,750,825
s,polygaloides,3160625,1,lrs,31,9,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.144,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,10,lrs,12,0,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.091,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,2,lrs,7,10,2,0,0,0,0,0,0,0,lrs,yes_assumed,no,no,1,0.125,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,3,lrs,13,2,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.142,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,4,lrs,7,4,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.109,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,5,lrs,7,10,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.131,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,6,lrs,10,8,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,5,0.213,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,7,lrs,8,2,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.079,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,8,lrs,9,6,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.098,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160625,9,lrs,5,4,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.088,s_polygaloides,15,5,1940,39.187885,-120.972551,4450,680,938
s,polygaloides,3160705,1,lrs,41,49,3,8,0,0,0,0,0,0,lrs,yes_roots,no,no,9,0.248,s_polygaloides,8,6,1938,39.54326,-120.87932,200,810,860
s,polygaloides,3160705,2,lrs,18,22,8,9,0,0,0,0,0,2,lrs,yes_roots,no,no,5,0.186,s_polygaloides,8,6,1938,39.54326,-120.87932,200,810,860
s,polygaloides,3160706,1,lrs,17,29,0,0,0,0,0,0,0,3,lrs,yes_roots,no,yes,4,0.301,s_polygaloides,3,6,1937,37.8788,-120.50667,2000,310,350
s,polygaloides,3161197,1,lrs,17,18,3,2,0,0,0,0,0,0,lrs,yes_roots,no,no,6,0.127,s_polygaloides,7,6,1952,39.81556,-121.58525,200,660,750
s,polygaloides,3161197,2,lrs,36,14,1,0,0,0,0,0,0,0,lrs,yes_roots,no,no,7,0.143,s_polygaloides,7,6,1952,39.81556,-121.58525,200,660,750
s,polygaloides,3161197,3,lrs,8,7,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,3,0.174,s_polygaloides,7,6,1952,39.81556,-121.58525,200,660,750
s,polygaloides,3161895,1,lrs,43,43,0,1,0,1,0,0,0,0,lrs,yes_roots,no,no,11,0.366,s_polygaloides,15,6,1937,37.740394,-120.237113,5000,500,800
s,polygaloides,3161895,2,lrs,3,8,1,0,0,0,0,0,0,0,lrs,yes_assumed,no,yes,2,0.119,s_polygaloides,15,6,1937,37.740394,-120.237113,5000,500,800
s,polygaloides,3162292,1,lrs,13,6,1,1,0,0,0,0,0,0,lrs,yes_roots,no,no,5,0.174,s_polygaloides,7,6,1952,39.812084,-121.57722,5002,713,NA
s,polygaloides,3162292,2,lrs,23,8,2,0,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.125,s_polygaloides,7,6,1952,39.812084,-121.57722,5002,713,NA
s,polygaloides,3162292,3,lrs,32,10,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,6,0.156,s_polygaloides,7,6,1952,39.812084,-121.57722,5002,713,NA
s,polygaloides,3162837,1,lrs,68,52,2,3,0,0,3,0,1,0,lrs,yes_roots,yes,no,14,0.308,s_polygaloides,29,5,1911,37.612697,-120.138176,200,275,NA
s,polygaloides,3162932,1,lrs,30,39,0,0,0,0,0,0,0,0,lrs,yes_roots,no,yes,7,0.212,s_polygaloides,3,6,1937,37.8788,-120.50667,2000,310,350
s,polygaloides,3162932,2,lrs,6,6,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.079,s_polygaloides,3,6,1937,37.8788,-120.50667,2000,310,350
s,polygaloides,3162932,3,lrs,4,4,0,0,0,0,0,0,0,0,lrs,yes_roots,no,no,1,0.07,s_polygaloides,3,6,1937,37.8788,-120.50667,2000,310,350
s,polygaloides,3163130,1,lrs,31,21,13,34,2,10,0,0,0,0,lrs,yes_roots,no,no,5,0.224,s_polygaloides,16,6,1996,36.866812,-119.40241,10000,700,725
s,polygaloides,3163704,1,lrs,10,7,0,6,0,0,0,0,0,0,lrs,yes_roots,no,no,2,0.093,s_polygaloides,31,5,2000,39.689984,-121.57054,1000,275,350
s,polygaloides,3163704,2,lrs,33,23,2,2,0,0,0,0,0,0,lrs,yes_roots,no,no,4,0.164,s_polygaloides,31,5,2000,39.689984,-121.57054,1000,275,350
s,polygaloides,3163704,3,lrs,16,12,7,10,1,1,0,0,0,0,lrs,yes_roots,no,no,4,0.12,s_polygaloides,31,5,2000,39.689984,-121.57054,1000,275,350
s,polygaloides,3163739,1,lrs,4,8,1,4,0,2,0,0,0,0,lrs,yes_roots,no,no,1,0.106,s_polygaloides,16,5,1974,37.840973,-120.443436,1000,305,NA
s,polygaloides,3163739,2,lrs,31,49,7,7,0,0,0,0,0,0,lrs,yes_roots,yes,no,9,0.289,s_polygaloides,16,5,1974,37.840973,-120.443436,1000,305,NA
s,polygaloides,3163739,3,lrs,6,22,5,0,0,0,3,0,0,0,lrs,yes_roots,no,yes,3,0.117,s_polygaloides,16,5,1974,37.840973,-120.443436,1000,305,NA
s,polygaloides,3163740,1,lrs,0,20,8,25,2,0,2,0,0,0,lrs,yes_roots,no,no,6,0.226,s_polygaloides,22,6,2004,39.905,-121.623333,200,630,695
s,polygaloides,3163740,2,lrs,7,29,6,5,0,0,2,1,0,0,lrs,yes_roots,no,no,6,0.155,s_polygaloides,22,6,2004,39.905,-121.623333,200,630,695
s,polygaloides,3163896,1,kh,6,204,96,45,28,0,22,0,0,34,kh,yes_roots,no,no,43,0.274,s_polygaloides,24,5,1959,39.543212,-120.885061,1000,853,NA
s,polygaloides,3163998,1,kh,0,11,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.094,s_polygaloides,15,5,1936,37.663577,-120.156842,2000,701,NA
s,polygaloides,3163998,2,kh,5,2,4,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.051,s_polygaloides,15,5,1936,37.663577,-120.156842,2000,701,NA
s,polygaloides,3163998,3,kh,10,51,13,7,0,0,0,0,0,0,kh,yes_roots,no,no,5,0.181,s_polygaloides,15,5,1936,37.663577,-120.156842,2000,701,NA
s,polygaloides,375764,1,kh,0,21,3,11,0,0,0,0,0,0,kh,yes_roots,no,no,3,0.142,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375764,2,kh,0,8,2,1,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.062,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375764,3,kh,0,15,4,6,0,0,0,0,0,0,kh,yes_roots,no,no,3,0.09,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375764,4,kh,0,10,2,7,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.085,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375764,5,kh,0,6,2,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.068,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375764,6,kh,1,32,6,14,0,1,0,0,0,1,kh,yes_roots,no,no,4,0.189,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375764,7,kh,0,18,0,5,0,4,0,0,0,0,kh,yes_roots,no,no,3,0.103,s_polygaloides,23,5,1965,37.825745,-120.337483,1000,213,NA
s,polygaloides,375770,1,kh,4,62,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,4,0.245,s_polygaloides,23,5,1965,37.616382,-120.141135,1000,366,NA
s,polygaloides,3795736,1,kh,0,16,8,9,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.158,s_polygaloides,2,6,1943,36.834525,-119.277785,1300,282,800
s,polygaloides,3795736,2,kh,0,16,8,2,0,0,0,0,0,0,kh,yes_roots,yes,no,2,0.138,s_polygaloides,2,6,1943,36.834525,-119.277785,1300,282,800
s,polygaloides,3795736,3,kh,0,1,2,1,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.064,s_polygaloides,2,6,1943,36.834525,-119.277785,1300,282,800
s,polygaloides,3795736,4,kh,0,5,1,0,1,0,0,0,0,0,kh,yes_assumed,yes,no,2,0.076,s_polygaloides,2,6,1943,36.834525,-119.277785,1300,282,800
s,polygaloides,3795737,1,kh,6,51,8,4,3,0,6,0,0,0,kh,yes_roots,no,no,7,0.163,s_polygaloides,21,6,1963,39.553271,-120.78693,200,950,NA
s,polygaloides,3795737,2,kh,9,6,4,3,0,0,2,0,1,0,kh,yes_roots,no,no,4,0.126,s_polygaloides,21,6,1963,39.553271,-120.78693,200,950,NA
s,polygaloides,3795738,1,kh,0,16,0,1,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.077,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795738,2,kh,3,16,1,1,0,0,0,0,0,0,kh,yes_roots,no,no,3,0.087,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795738,3,kh,5,27,1,1,0,0,1,0,0,1,kh,yes_roots,no,no,6,0.126,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795738,4,kh,2,5,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.059,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795738,5,kh,8,19,4,0,0,0,2,0,2,11,kh,yes_roots,no,yes,5,0.106,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795738,6,kh,2,11,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.061,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795738,7,kh,0,10,0,0,0,0,3,0,0,0,kh,yes_roots,no,yes,1,0.054,s_polygaloides,18,6,1959,39.55347,-120.880478,1000,908,NA
s,polygaloides,3795739,1,kh,8,82,23,4,3,0,1,0,0,0,kh,yes_roots,no,no,12,0.22,s_polygaloides,21,6,1963,39.55347,-120.880478,1000,908,NA
s,polygaloides,470177,1,an,54,8,0,0,0,0,0,0,3,0,an,yes_roots,no,yes,6,0.319,s_polygaloides,31,5,1988,37.76777778,-120.2605556,200,549,NA
s,polygaloides,610353,1,an,3,7,10,13,0,1,10,0,0,1,an,yes_roots,yes,no,4,0.261,s_polygaloides,14,7,1963,39.33,-120.8,1000,1182,1381
s,polygaloides,808289,1,an,1,30,17,64,6,2,4,0,0,4,an,yes_roots,no,yes,7,0.509,s_polygaloides,23,6,1995,37.7702778,-120.2591667,1000,518,NA
s,polygaloides,888771,1,an,27,26,0,0,0,0,1,0,0,0,an,yes_roots,no,no,10,0.352,s_polygaloides,8,5,2014,38.40667,-120.88722,200,188,NA
s,polygaloides,943657,1,an,1,8,0,1,0,0,1,0,0,0,an,yes_roots,no,no,1,0.136,s_polygaloides,15,5,1936,37.663577,-120.156842,2000,701,NA
s,polygaloides,943657,2,an,8,7,0,0,0,0,0,0,0,0,an,yes_roots,no,no,1,0.162,s_polygaloides,15,5,1936,37.663577,-120.156842,2000,701,NA
s,polygaloides,943657,3,an,14,14,2,0,0,0,0,1,0,0,an,yes_roots,no,no,3,0.24,s_polygaloides,15,5,1936,37.663577,-120.156842,2000,701,NA
s,polygaloides,968708,1,an,10,38,0,0,0,0,0,0,0,0,an,yes_assumed,no,no,4,0.516,s_polygaloides,12,6,1996,37.499137,-119.989927,500,661,820
s,polygaloides,C143224,1,an,13,76,69,12,0,0,3,0,0,4,an,yes_assumed,no,no,10,0.38,s_polygaloides,16,6,1996,36.866812,-119.40241,10000,700,725
s,polygaloides,C87407,1,kh,0,23,2,0,0,0,0,0,0,0,kh,yes_roots,no,no,3,0.099,s_polygaloides,9,5,1992,38.692163,-120.887091,50,430,NA
s,polygaloides,C87407,2,kh,0,14,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.093,s_polygaloides,9,5,1992,38.692163,-120.887091,50,430,NA
s,polygaloides,C87407,3,kh,0,9,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.065,s_polygaloides,9,5,1992,38.692163,-120.887091,50,430,NA
s,polygaloides,C87407,4,kh,0,9,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.06,s_polygaloides,9,5,1992,38.692163,-120.887091,50,430,NA
s,polygaloides,C87408,1,kh,0,5,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.044,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,10,kh,0,10,0,0,0,0,3,0,0,0,kh,yes_roots,no,no,1,0.089,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,11,kh,0,8,2,0,0,0,1,0,0,0,kh,yes_roots,no,no,1,0.062,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,12,kh,0,6,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.05,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,2,kh,0,8,3,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.081,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,3,kh,0,20,2,0,2,0,0,0,0,0,kh,yes_roots,no,no,2,0.076,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,4,kh,0,10,0,0,0,0,1,0,0,0,kh,yes_roots,no,no,1,0.048,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,5,kh,0,6,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.061,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,6,kh,0,15,2,0,1,0,0,0,0,0,kh,yes_roots,no,no,2,0.085,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,7,kh,0,12,0,0,0,0,0,0,0,0,kh,yes_roots,yes,no,2,0.063,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,8,kh,0,4,1,0,0,0,1,0,0,0,kh,yes_roots,no,no,1,0.058,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87408,9,kh,0,18,0,0,0,0,0,0,0,0,kh,yes_roots,yes,no,3,0.112,s_polygaloides,18,6,1957,38.753317,-121.049464,500,150,300
s,polygaloides,C87409,1,kh,0,15,5,2,0,0,1,0,0,0,kh,yes_roots,no,no,1,0.13,s_polygaloides,2,7,1954,38.843178,-120.872718,500,540,600
s,polygaloides,C87409,2,kh,0,25,3,2,0,0,0,0,0,0,kh,yes_roots,no,no,4,0.135,s_polygaloides,2,7,1954,38.843178,-120.872718,500,540,600
s,polygaloides,C87409,3,kh,0,16,3,1,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.104,s_polygaloides,2,7,1954,38.843178,-120.872718,500,540,600
s,polygaloides,C87411,1,kh,0,13,2,1,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.114,s_polygaloides,2,6,1943,36.832448,-119.330891,200,198,NA
s,polygaloides,C87411,2,kh,0,18,5,4,3,0,0,0,0,0,kh,yes_roots,no,no,2,0.169,s_polygaloides,2,6,1943,36.832448,-119.330891,200,198,NA
s,polygaloides,C87411,3,kh,0,5,7,4,0,1,0,0,0,0,kh,yes_roots,no,no,1,0.092,s_polygaloides,2,6,1943,36.832448,-119.330891,200,198,NA
s,polygaloides,C87414,1,kh,23,72,2,0,0,0,3,0,0,0,kh,yes_roots,yes,yes,18,0.242,s_polygaloides,6,7,1969,39.104932,-120.766223,300,1129,1160
s,polygaloides,C87414,2,kh,23,74,0,0,0,0,0,0,0,0,kh,yes_roots,yes,no,21,0.182,s_polygaloides,6,7,1969,39.104932,-120.766223,300,1129,1160
s,polygaloides,C87415,1,kh,1,12,5,1,0,0,0,0,0,0,kh,yes_roots,yes,yes,6,0.077,s_polygaloides,25,6,1939,39.196412,-120.758528,500,750,1220
s,polygaloides,C87415,2,kh,29,33,2,2,0,0,0,0,0,0,kh,yes_roots,yes,yes,17,0.233,s_polygaloides,25,6,1939,39.196412,-120.758528,500,750,1220
s,polygaloides,C87416,1,kh,4,36,4,3,1,1,0,0,0,0,kh,yes_roots,no,no,6,0.112,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,2,kh,4,7,1,0,0,0,0,0,0,0,kh,yes_roots,no,no,3,0.052,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,3,kh,0,10,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.098,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,4,kh,6,8,0,0,0,0,0,0,0,0,kh,yes_roots,yes,yes,5,0.058,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,5,kh,0,8,0,0,0,0,0,0,0,0,kh,yes_roots,no,yes,4,0.052,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,6,kh,3,10,0,0,0,0,1,0,0,0,kh,yes_roots,no,yes,4,0.111,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,7,kh,0,10,0,0,0,0,0,0,0,0,kh,yes_roots,no,yes,6,0.07,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87416,8,kh,0,4,3,0,0,0,0,0,0,0,kh,yes_roots,no,no,1,0.046,s_polygaloides,20,7,1952,39.13119,-120.788616,1000,1105,1250
s,polygaloides,C87417,1,kh,4,5,0,0,0,0,0,0,0,0,kh,yes_roots,no,yes,2,0.102,s_polygaloides,15,5,1940,39.190464,-120.973938,2000,680,938
s,polygaloides,C87417,2,kh,0,10,0,0,0,0,0,0,0,0,kh,yes_assumed,no,no,1,0.075,s_polygaloides,15,5,1940,39.190464,-120.973938,2000,680,938
s,polygaloides,C87417,3,kh,2,34,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,5,0.164,s_polygaloides,15,5,1940,39.190464,-120.973938,2000,680,938
s,polygaloides,C87417,4,kh,0,19,0,0,0,0,0,0,0,0,kh,yes_roots,no,no,2,0.123,s_polygaloides,15,5,1940,39.190464,-120.973938,2000,680,938
s,polygaloides,C87419,1,kh,19,84,1,1,0,0,0,0,0,0,kh,yes_roots,no,no,11,0.254,s_polygaloides,12,5,1954,39.54326,-120.87932,200,810,860
