species,specimen,long,lat,elev_m,collection_year,collection_month,collection_day,collection_date,collection_DOWY,sept_1_date,first_rain_date,first_rain_DOWY,season_length,first_14dry_date,first_14dry_DOWY,coll_rel_dry,mid_DOWY,early_ppt,late_ppt,GDD,number_of_small_events,total_ppt_mm_prism,total_rain_events,tmean_first_rain_to_coll,day_first_rain_to_coll
drepanoides,3512231,-122.6323,39.8935,439,2001,6,8,2001-06-08,280,2000-09-01,2000-10-26,55,225,2001-04-26,237,43,167.5,269.94,204.76999999999998,671.3,19,474.71000000000004,29,12.112389380530974,225
drepanoides,3521722,-122.6411,39.8982,589,1991,7,4,1991-07-04,306,1990-09-01,1991-02-01,153,153,1991-05-21,262,44,229.5,381.49,58.44,520.7,8,439.93,14,13.367532467532467,153
drepanoides,3521950,-122.4781,39.1695,475,1998,7,15,1998-07-15,317,1997-09-01,1997-11-10,70,247,1998-06-14,286,31,193.5,1003.87,254.20000000000002,635.05,9,1258.07,22,10.921774193548387,247
drepanoides,3527268,-123.0833,40.3833,1200,1987,6,15,1987-06-15,287,1986-09-01,1986-09-15,14,273,1987-05-03,244,43,150.5,507.92,422.66,1021.9,24,930.58,41,7.148905109489051,273
drepanoides,3673009,-122.5937,39.6537,309,1992,6,10,1992-06-10,283,1991-09-01,1991-12-28,118,165,1992-04-18,230,53,200.5,376.78,46.87,725.1,7,423.65000000000003,15,13.399397590361446,165
drepanoides,C87030,-121.5627,39.7069,371,1982,4,22,1982-04-22,233,1981-09-01,1981-09-25,24,209,1982-04-16,227,6,128.5,982.05,693.05,385.35,9,1675.1,29,10.462857142857143,209
drepanoides,C87031,-121.5627,39.7069,371,1982,6,2,1982-06-02,274,1981-09-01,1981-09-25,24,250,1982-04-16,227,47,149,1061.32,613.78,587.1,9,1675.1,29,11.86374501992032,250
glandulosus,1300569,-122.3365,38.8189,537,2000,4,22,2000-04-22,234,1999-09-01,1999-11-07,67,167,2000-04-19,231,3,150.5,265.39,437.38,374.55,3,702.77,13,10.26607142857143,167
glandulosus,1333824,-122.241,38.4833,310,1996,4,27,1996-04-27,239,1995-09-01,1995-12-11,101,138,1996-04-26,238,1,170,597.91,302.43,310.85,7,900.34,18,10.941007194244603,138
glandulosus,1333825,-122.3783,38.6836,327,1986,3,29,1986-03-29,209,1985-09-01,1985-09-06,5,204,1986-04-18,229,-20,107,258.19,1004.14,595.95,4,1262.33,14,11.662439024390244,204
glandulosus,1333826,-122.1256,38.4812,247,1986,3,22,1986-03-22,202,1985-09-01,1985-11-23,83,119,1986-04-18,229,-27,142.5,241.29,761.24,241.95000000000002,1,1002.53,9,9.906666666666666,119
glandulosus,1335285,-121.4108,37.4086,579,2003,5,28,2003-05-28,269,2002-09-01,2002-11-07,67,202,2003-05-10,251,18,168,257.24,147.17,303.1,8,404.40999999999997,19,11.398522167487684,202
glandulosus,1335286,-121.7717,37.4647,384,2003,5,27,2003-05-27,268,2002-09-01,2002-11-07,67,201,2003-05-10,251,17,167.5,328.36,232.82999999999998,216.95,13,561.19,24,11.805445544554455,201
glandulosus,1335287,-121.8075,37.5131,436,2003,5,27,2003-05-27,268,2002-09-01,2002-11-07,67,201,2003-05-10,251,17,167.5,344.73,252.16,192.75,11,596.89,23,11.571782178217822,201
glandulosus,1335288,-121.8306,37.5106,335,2003,5,22,2003-05-22,263,2002-09-01,2002-11-07,67,196,2003-05-10,251,12,165,337.04,256.17,246.15,12,593.21,23,11.6502538071066,196
glandulosus,1335291,-121.8121,37.4874,436,2003,5,22,2003-05-22,263,2002-09-01,2002-11-07,67,196,2003-05-10,251,12,165,337.45,259.44,178.15,11,596.89,23,11.438071065989847,196
glandulosus,1355559,-120.7858,35.6488,442,2002,3,29,2002-03-29,209,2001-09-01,2001-11-11,71,138,2002-04-01,212,-3,140,195.98000000000002,52.93,737.4,7,248.91,16,8.7568345323741,138
glandulosus,1368299,-121.2667,35.8833,438,1998,6,6,1998-06-06,278,1997-09-01,1997-11-13,73,205,1998-06-08,280,-2,175.5,877.41,245.24,683.15,14,1122.6499999999999,30,10.200485436893205,205
glandulosus,1368300,-122.6533,39.8213,667,1986,4,25,1986-04-25,236,1985-09-01,1985-09-07,6,230,1986-05-10,251,-15,121,268.75,650.31,684.4,13,919.06,25,10.313852813852813,230
glandulosus,1368301,-122.4188,38.7635,242,1988,4,10,1988-04-10,222,1987-09-01,1987-11-16,76,146,1988-06-09,282,-60,149,473.82,66.01,535.6,3,539.83,13,9.90952380952381,146
glandulosus,1368302,-121.5976,36.9497,209,1992,6,1,1992-06-01,274,1991-09-01,1991-10-25,54,220,1992-04-14,226,48,164,248.37,240.43,846.2,8,488.8,16,12.36606334841629,220
glandulosus,1368863,-123.0309,38.9363,317,1995,5,5,1995-05-05,246,1994-09-01,1994-11-05,65,181,1995-05-17,258,-12,155.5,1126.85,664.8100000000001,321.59999999999997,8,1791.6599999999999,24,9.394505494505495,181
glandulosus,1368867,-122.5276,38.4425,548,1993,5,8,1993-05-08,249,1992-09-01,1992-10-20,49,200,1993-06-07,279,-30,149,905.76,409.32,291.8,11,1315.08,25,10.100995024875623,200
glandulosus,1399637,-122.4686,38.7097,328,2015,5,10,2015-05-10,251,2014-09-01,2014-11-19,79,172,2015-04-09,220,31,165,633.4399999999999,53.7,579.55,4,687.14,11,12.70578034682081,172
glandulosus,1399719,-122.4469,38.6956,328,2015,5,10,2015-05-10,251,2014-09-01,2014-11-19,79,172,2015-04-09,220,31,165,633.4399999999999,53.7,579.55,4,687.14,11,12.70578034682081,172
glandulosus,1400427,-122.3939,38.7608,435,2010,5,1,2010-05-01,242,2009-09-01,2009-10-13,42,200,2010-05-29,270,-28,142,380.09,511.23,480.6,15,891.32,31,10.128855721393036,200
glandulosus,1400577,-122.6067,37.9825,220,2014,6,10,2014-06-10,282,2013-09-01,2013-11-19,79,203,2014-04-06,217,65,180.5,473.47,226.83,486.75,5,700.3000000000001,13,12.949509803921568,203
glandulosus,1402013,-121.5161,37.3406,717,2013,4,17,2013-04-17,228,2012-09-01,2012-11-29,89,139,2013-04-10,221,7,158.5,259.45,32.39,157.95,12,291.84,17,10.098571428571429,139
glandulosus,1402268,-122.25,38.4981,310,1995,4,29,1995-04-29,240,1994-09-01,1994-11-05,65,175,1995-05-16,257,-17,152.5,825.38,432.85,288.35,9,1305.66,23,9.711931818181817,175
glandulosus,1404026,-122.9297,38.9942,449,2016,3,26,2016-03-26,207,2015-09-01,2015-12-01,91,116,2016-05-26,268,-61,149,472.02,273.09,262.35,3,745.11,12,8.281196581196582,116
glandulosus,1404529,-122.8146,38.8379,700,1984,5,30,1984-05-30,272,1983-09-01,1983-10-29,58,214,1984-05-04,246,26,165,909.28,185.06,458.15,12,1094.34,23,10.203255813953488,214
glandulosus,1405852,-122.2837,38.7524,324,2015,3,14,2015-03-14,194,2014-09-01,2014-11-29,89,105,2015-04-09,220,-26,141.5,336.6,110.83000000000001,273.85,3,447.43,7,11.40188679245283,105
glandulosus,1405963,-122.3287,38.7641,483,2016,4,3,2016-04-03,215,2015-09-01,2015-12-03,93,122,2016-05-27,269,-54,154,413.65999999999997,310.51,167.6,4,724.17,15,9.702439024390245,122
glandulosus,208141,-120.6615,35.2631,48,2006,4,13,2006-04-13,224,2005-09-01,2005-12-31,121,103,2006-04-28,239,-15,172.5,146.15,203.88,301.25,7,350.03,13,11.191346153846155,103
glandulosus,208142,-120.8814,35.4423,102,2014,5,14,2014-05-14,255,2013-09-01,2014-02-26,178,77,2014-04-04,215,40,216.5,120.71,3.81,224.15,2,124.52,4,14.842307692307692,77
glandulosus,208327,-120.6632,35.3497,274,1995,6,26,1995-06-26,298,1994-09-01,1994-09-28,27,271,1995-05-20,261,37,162.5,716.52,542.43,799.35,9,1258.95,26,13.121323529411764,271
glandulosus,208358,-120.683,35.264,48,1992,4,12,1992-04-12,224,1991-09-01,1991-12-28,118,106,1992-04-14,226,-2,171,365.48,73.02,268.8,5,440.25,10,13.507476635514019,106
glandulosus,208360,-120.6879,35.2465,187,1988,5,24,1988-05-24,266,1987-09-01,1987-12-05,95,171,1988-05-09,251,15,180.5,206.87,145.4,742.75,2,352.27,10,12.165697674418604,171
glandulosus,208361,-121.1024,35.6957,598,1989,6,7,1989-06-07,279,1988-09-01,1988-11-23,83,196,1989-04-01,212,67,181,371.19,124.25,683.35,1,495.44,14,11.45989847715736,196
glandulosus,208363,-121.0784,35.6702,624,1993,5,29,1993-05-29,270,1992-09-01,1992-10-30,59,211,1993-04-02,213,57,164.5,1064.05,406.99,451.25,4,1471.04,17,11.57122641509434,211
glandulosus,216854,-121.3158,35.7889,311,2016,4,13,2016-04-13,225,2015-09-01,2015-12-19,109,116,2016-05-08,250,-25,167,295.62,234.59,51.449999999999996,4,530.21,12,12.81880341880342,116
glandulosus,2173812,-121.0903,35.6858,624,1994,6,1,1994-06-01,273,1993-09-01,1993-11-11,71,202,1994-06-01,273,0,172,484.07,233.54,515.25,8,717.61,19,11.501477832512315,202
glandulosus,229783,-120.6438,35.3189,439,2008,3,27,2008-03-27,208,2007-09-01,2007-12-07,97,111,2008-04-04,216,-8,152.5,565.3,119.98,263.9,2,685.28,8,10.010714285714286,111
glandulosus,235066,-121.583,36.0506,154,2009,5,30,2009-05-30,271,2008-09-01,2008-10-31,60,211,2009-04-10,221,50,165.5,235.59,232.57,138.7,4,468.16,16,12.427358490566037,211
glandulosus,237254,-121.5599,36.0312,658,2015,4,19,2015-04-19,230,2014-09-01,2014-11-01,61,169,2015-04-09,220,10,145.5,408.54,198.55,326.5,7,607.09,15,13.33470588235294,169
glandulosus,237269,-122.4488,38.6982,328,2015,4,26,2015-04-26,237,2014-09-01,2014-11-19,79,158,2015-04-09,220,17,158,486.7,200.44,502.6,4,687.14,11,12.230188679245282,158
glandulosus,240600,-121.1586,36.8443,623,2015,3,14,2015-03-14,194,2014-09-01,2014-11-01,61,133,2015-04-09,220,-26,127.5,236.47,55.92,370.1,8,292.39,13,12.415671641791045,133
glandulosus,240601,-121.1586,36.8443,623,2015,3,14,2015-03-14,194,2014-09-01,2014-11-01,61,133,2015-04-09,220,-26,127.5,236.47,55.92,370.1,8,292.39,13,12.415671641791045,133
glandulosus,C428045,-122.6271,37.9677,269,2014,5,10,2014-05-10,251,2013-09-01,2013-11-19,79,172,2014-04-06,217,34,165,402.9,379.99,257.2,6,782.89,14,12.253757225433526,172
glandulosus,C87091,-121.5545,37.5142,859,1985,5,19,1985-05-19,260,1984-09-01,1984-10-17,46,214,1985-04-01,212,48,153,275.71,176.89,330.55,12,452.6,25,9.574418604651163,214
glandulosus,C87121,-122.6744,38.7831,650,1985,4,16,1985-04-16,227,1984-09-01,1984-10-10,39,188,1985-04-01,212,15,133,624.35,337.97,494.4,11,962.32,25,8.407936507936508,188
glandulosus,C87126,-123.0843,38.9367,270,1983,4,25,1983-04-25,236,1982-09-01,1982-09-16,15,221,1983-05-10,251,-15,125.5,623.16,1255.98,692.55,9,1879.14,25,10.737387387387388,221
glandulosus,C87150,-121.5493,36.0621,658,1982,5,26,1982-05-26,267,1981-09-01,1981-10-27,56,211,1982-04-16,227,40,161.5,946.44,663.13,455.9,7,1609.57,22,10.592452830188678,211
hallii,1060214,-116.6386,33.6908,1872,1991,5,26,1991-05-26,267,1990-09-01,1990-09-06,5,262,1991-04-02,213,54,136,140.06,461.05,921.45,8,601.11,17,8.029657794676806,262
hallii,1070143,-116.2631,33.5235,493,2016,3,24,2016-03-24,205,2015-09-01,2016-01-06,127,78,2016-04-11,223,-18,166,52.08,3.33,268.45,3,55.410000000000004,4,14.920253164556962,78
hallii,1072413,-116.293,33.5303,847,2016,3,23,2016-03-23,204,2015-09-01,2016-01-06,127,77,2016-04-11,223,-19,165.5,75.66,7.71,214.8,3,83.36999999999999,5,13.11923076923077,77
hallii,1179568,-116.5622,34.2193,1361,2016,4,18,2016-04-18,230,2015-09-01,2016-01-06,127,103,2016-04-27,239,-9,178.5,58.64,19.65,356.7,6,78.28999999999999,8,10.628846153846153,103
hallii,1401886,-116.3744,33.0525,996,2010,3,27,2010-03-27,207,2009-09-01,2009-12-07,97,110,2010-04-30,241,-34,152,211.5,92.34,217,7,303.84,15,9.301801801801801,110
hallii,1401998,-116.3628,33.0881,857,2013,3,18,2013-03-18,198,2012-09-01,2013-07-21,323,-125,2013-04-01,212,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
hallii,1430705,-116.5167,33.0168,1080,2008,4,19,2008-04-19,231,2007-09-01,2007-11-30,90,141,2008-04-10,222,9,160.5,371.2,69.27,468,7,440.47,15,8.9028169014084515,141
hallii,1431473,-116.4414,33.0441,1107,2008,4,20,2008-04-20,232,2007-09-01,2007-11-30,90,142,2008-04-10,222,10,161,297.55,69.5,418.35,6,367.05,14,9.355244755244755,142
hallii,1442884,-116.6594,33.7013,1603,1982,5,26,1982-05-26,267,1981-09-01,1981-09-07,6,261,1982-04-13,224,43,136.5,224.66,537.6899999999999,1093,10,762.35,21,9.133969465648855,261
hallii,1442885,-116.2588,33.5185,573,1985,3,16,1985-03-16,196,1984-09-01,1984-12-16,106,90,1985-04-01,212,-16,151,62.08,8.809999999999999,253.95,6,70.89,8,9.152747252747252,90
hallii,1458925,-116.8712,33.4482,645,1990,4,13,1990-04-13,224,1989-09-01,1990-01-13,134,90,1990-05-02,243,-19,179,109.56,8.02,449.95,7,117.58,10,11.159340659340659,90
hallii,1458926,-116.641,33.694,1872,1986,6,1,1986-06-01,273,1985-09-01,1985-09-19,18,255,1986-04-08,219,54,145.5,264.58,341.15000000000003,770.35,10,605.73,23,8.759375,255
hallii,172742,-116.4409,33.5858,1262,1982,4,15,1982-04-15,226,1981-09-01,1982-01-20,141,85,1982-04-03,214,12,183.5,101.47,78.93,200.15,2,180.4,6,7.684883720930232,85
hallii,3540901,-116.6926,33.3741,1229,2008,5,7,2008-05-07,249,2007-09-01,2007-09-01,0,249,2008-04-01,213,36,124.5,146.4,309.55,1026.75,6,455.95,15,11.67,249
hallii,3583276,-116.4665,33.2056,1020,2014,2,20,2014-02-20,172,2013-09-01,2014-02-27,179,-7,2014-04-04,215,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA
hallii,3585318,-116.4759,33.4195,770,2011,3,31,2011-03-31,211,2010-09-01,2010-10-19,48,163,2011-04-10,221,-10,129.5,225.79,91.79,504.1,13,317.58,19,11.446951219512195,163
hallii,393194,-116.6926,33.3741,1229,2008,5,7,2008-05-07,249,2007-09-01,2007-09-01,0,249,2008-04-01,213,36,124.5,146.4,309.55,1026.75,6,455.95,15,11.67,249
hallii,466601,-116.715,33.327,982,1990,5,18,1990-05-18,259,1989-09-01,1990-01-13,134,125,1990-04-26,237,22,196.5,137.99,19.8,666.95,9,157.79,13,9.93095238095238,125
hallii,466680,-116.3788,33.0331,996,2005,2,27,2005-02-27,179,2004-09-01,2004-10-17,46,133,2005-05-08,249,-70,112.5,172.23,360.02,210.70000000000002,2,532.25,11,9.822388059701492,133
hallii,466681,-116.4185,33.0913,849,2005,3,31,2005-03-31,211,2004-09-01,2004-10-17,46,165,2005-05-08,249,-38,128.5,244.59,239.46,415.15,4,484.05,13,10.63855421686747,165
hallii,466778,-116.6016,33.2815,1583,2010,5,26,2010-05-26,267,2009-09-01,2009-12-06,96,171,2010-04-30,241,26,181.5,475.98,93.4,455.35,10,569.38,20,6.9476744186046515,171
hallii,466784,-116.4034,33.2692,386,2008,4,4,2008-04-04,216,2007-09-01,2008-01-27,148,68,2008-04-01,213,3,182,64.59,1.9,338.1,3,66.49,5,15.059420289855073,68
hallii,466785,-116.4414,33.0441,1107,2008,4,20,2008-04-20,232,2007-09-01,2007-11-30,90,142,2008-04-10,222,10,161,297.55,69.5,418.35,6,367.05,14,9.355244755244755,142
hallii,466786,-116.5167,33.0168,1080,2008,4,19,2008-04-19,231,2007-09-01,2007-11-30,90,141,2008-04-10,222,9,160.5,371.2,69.27,468,7,440.47,15,8.9028169014084515,141
hallii,466787,-116.3449,33.0286,1300,2008,4,3,2008-04-03,215,2007-09-01,2007-09-01,0,215,2008-04-01,213,2,107.5,92.09,218.79,729.55,7,310.88,16,11.506944444444445,215
hallii,466788,-116.46,33.0022,721,2008,3,23,2008-03-23,204,2007-09-01,2007-11-30,90,114,2008-04-01,213,-9,147,117.61,112.38,529.55,4,229.99,11,9.562608695652173,114
hallii,466789,-116.4458,33.1469,1040,2008,3,30,2008-03-30,211,2007-09-01,2007-11-30,90,121,2008-04-01,213,-2,150.5,176.65,73.75,268.35,5,250.41,12,9.066393442622951,121
hallii,466796,-116.4895,33.0919,812,2009,3,29,2009-03-29,209,2008-09-01,2008-12-14,104,105,2009-04-13,224,-15,156.5,118.98,97.26,486.4,4,216.24,8,9.806603773584905,105
hallii,466836,-116.6718,33.3621,1289,2010,5,8,2010-05-08,249,2009-09-01,2009-12-07,97,152,2010-04-30,241,8,173,393.18,120.91,479.3,9,514.09,19,8.334640522875818,152
hallii,466838,-116.4759,33.4195,770,2011,3,31,2011-03-31,211,2010-09-01,2010-10-19,48,163,2011-04-10,221,-10,129.5,225.79,91.79,504.1,13,317.58,19,11.446951219512195,163
hallii,466839,-116.6836,33.3699,1289,2010,5,31,2010-05-31,272,2009-09-01,2009-12-07,97,175,2010-04-30,241,31,184.5,447.94,66.99,589.8,10,514.93,20,8.794886363636364,175
hallii,466860,-116.4665,33.2056,1020,2014,2,20,2014-02-20,172,2013-09-01,2014-02-27,179,-7,2014-04-04,215,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA
hallii,466893,-116.6018,33.3672,1555,2015,4,15,2015-04-15,226,2014-09-01,2014-12-03,93,133,2015-04-09,220,6,159.5,120.52,77.98,281.2,5,198.5,11,9.782835820895523,133
hallii,777788,-116.4895,33.0919,812,2009,3,29,2009-03-29,209,2008-09-01,2008-12-14,104,105,2009-04-13,224,-15,156.5,118.98,97.26,486.4,4,216.24,8,9.806603773584905,105
hallii,8598686,-116.4409,33.5858,1262,1982,4,15,1982-04-15,226,1981-09-01,1982-01-20,141,85,1982-04-03,214,12,183.5,101.47,78.93,200.15,2,180.4,6,7.684883720930232,85
hallii,922087,-116.4195,33.5746,1147,2016,4,13,2016-04-13,225,2015-09-01,2015-09-16,15,210,2016-05-10,252,-27,120,89.34,148.55,469.84999999999997,14,237.89,20,12.618957345971564,210
hallii,978504,-116.4583,33.6264,1356,2016,4,28,2016-04-28,240,2015-09-01,2015-09-16,15,225,2016-05-10,252,-12,127.5,146.98,125.44,688.7,14,272.42,20,11.63141592920354,225
heterophyllus,1067817,-116.6671,33.4179,1395,2010,5,14,2010-05-14,255,2009-09-01,2009-12-07,97,158,2010-04-30,241,14,176,414.37,101.25,462.85,9,515.62,19,7.8842767295597485,158
heterophyllus,1367109,-117.0448,33.5994,471,1989,4,4,1989-04-04,215,1988-09-01,1988-12-15,105,110,1989-04-01,212,3,160,113.71000000000001,44.010000000000005,483.5,2,157.72,8,11.332432432432432,110
heterophyllus,1367119,-116.8675,33.5342,850,2003,3,12,2003-03-12,192,2002-09-01,2002-12-17,107,85,2003-05-09,250,-58,149.5,81.82000000000001,115.05,311.25,5,196.87,8,11.282558139534883,85
heterophyllus,1367391,-116.8675,33.5342,850,2003,3,26,2003-03-26,206,2002-09-01,2002-12-17,107,99,2003-05-09,250,-44,156.5,81.82000000000001,177.91,367.1,5,259.73,9,11.364,99
heterophyllus,1367398,-117.6992,33.7478,321,2008,3,31,2008-03-31,212,2007-09-01,2007-11-30,90,122,2008-04-04,216,-4,151,197.69,42.74,291.9,2,240.43,9,13.646341463414634,122
heterophyllus,1401890,-116.7025,33.1031,895,2010,3,30,2010-03-30,210,2009-09-01,2009-11-28,88,122,2010-04-30,241,-31,149,349.08,165.49,395.9,6,514.57,15,10.099186991869919,122
heterophyllus,1402002,-116.7025,33.1031,895,2013,3,19,2013-03-19,199,2012-09-01,2012-12-13,103,96,2013-05-09,250,-51,151,118.1,64.3,318.15,5,182.4,10,9.189690721649484,96
heterophyllus,1402004,-116.9333,32.7256,336,2013,3,20,2013-03-20,200,2012-09-01,2012-12-13,103,97,2013-04-17,228,-28,151.5,114.06,72.7,302.95,3,186.76,9,11.721428571428572,97
heterophyllus,1406593,-117.2058,33.6422,568,2013,3,28,2013-03-28,208,2012-09-01,2012-12-13,103,105,2013-04-09,220,-12,155.5,79.67999999999999,48.53,310.8,7,128.21,11,11.778301886792454,105
heterophyllus,1406594,-117.0767,34.1228,862,1999,5,26,1999-05-26,267,1998-09-01,1999-01-25,146,121,1999-06-06,278,-11,206.5,75.34,80.36,373.95,12,155.7,17,11.989344262295083,121
heterophyllus,1432384,-116.5847,32.9447,1516,2005,5,20,2005-05-20,261,2004-09-01,2004-10-17,46,215,2005-05-11,252,9,153.5,852.41,396.18,490.2,4,1248.59,20,6.779166666666667,215
heterophyllus,1442856,-116.882,33.4576,645,1983,3,11,1983-03-11,191,1982-09-01,1982-11-10,70,121,1983-05-03,244,-53,130.5,147.64000000000001,282.75,508.45,3,430.39,10,10.1327868852459,121
heterophyllus,1442867,-116.8487,32.6343,531,1982,3,1,1982-03-01,181,1981-09-01,1981-11-27,87,94,1982-04-04,215,-34,134,129.66,125.84,341.05,3,255.5,9,11.426315789473684,94
heterophyllus,1458887,-116.9622,33.5111,524,1990,4,3,1990-04-03,214,1989-09-01,1990-01-13,134,80,1990-05-02,243,-29,174,122.23,10.44,361.15,6,132.67000000000002,9,11.453086419753086,80
heterophyllus,1458889,-117.3453,33.7963,663,1986,3,1,1986-03-01,181,1985-09-01,1985-11-11,71,110,1986-04-08,219,-38,126,102.32000000000001,86.73,227.5,5,189.04999999999998,11,12.962162162162162,110
heterophyllus,1458890,-117.3511,33.7665,644,1986,4,17,1986-04-17,228,1985-09-01,1985-11-11,71,157,1986-04-08,219,9,149.5,129.89000000000001,250.55,397.85,4,380.44,13,13.204430379746835,157
heterophyllus,1458892,-117.4486,33.7438,397,1986,4,22,1986-04-22,233,1985-09-01,1985-11-11,71,162,1986-04-09,220,13,152,121.4,195.49,660.3,5,316.89,14,13.71840490797546,162
heterophyllus,1458893,-116.8994,33.5132,574,1990,5,3,1990-05-03,244,1989-09-01,1990-01-13,134,110,1990-05-02,243,1,189,109.56,28.35,514,10,137.91,13,12.672972972972973,110
heterophyllus,1458894,-116.9802,33.4919,504,1989,4,1,1989-04-01,212,1988-09-01,1988-12-16,106,106,1989-04-01,212,0,159,132.81,55.82,446.5,3,188.63,8,10.90841121495327,106
heterophyllus,1458895,-116.9749,33.5124,524,1990,3,29,1990-03-29,209,1989-09-01,1990-01-13,134,75,1990-05-02,243,-34,171.5,122.23,10.44,346.75,6,132.67000000000002,9,11.317105263157895,75
heterophyllus,1458896,-116.979,33.5849,655,1990,4,27,1990-04-27,238,1989-09-01,1990-01-13,134,104,1990-05-02,243,-5,186,105.85000000000001,32.85,418.90000000000003,8,138.7,11,12.274285714285714,104
heterophyllus,1458897,-116.9588,33.4674,598,1990,4,2,1990-04-02,213,1989-09-01,1990-01-13,134,79,1990-05-02,243,-30,173.5,122.92999999999999,12.23,333.15,6,135.16,9,10.81625,79
heterophyllus,1458898,-116.9774,33.5341,687,1988,2,22,1988-02-22,174,1987-09-01,1987-10-11,40,134,1988-05-07,249,-75,107,152.51,141.53,470.7,5,294.04,13,11.688148148148148,134
heterophyllus,1466464,-116.5972,33.8448,749,1997,3,13,1997-03-13,193,1996-09-01,1996-11-22,82,111,1997-04-03,214,-21,137.5,99.79,11.38,307.7,7,111.17,11,12.208928571428572,111
heterophyllus,1467346,-116.7696,32.6001,324,1997,2,26,1997-02-26,178,1996-09-01,1996-11-22,82,96,1997-04-06,217,-39,130,103.08,135.51,347.2,4,238.59,11,12.341237113402062,96
heterophyllus,1474206,-117.0242,33.6952,468,1991,5,13,1991-05-13,254,1990-09-01,1991-02-28,180,74,1991-04-01,212,42,217,237.95,0,311.85,4,237.95,7,13.944,74
heterophyllus,1474209,-116.6868,32.8625,950,1994,3,29,1994-03-29,209,1993-09-01,1993-11-11,71,138,1994-05-26,267,-58,140,109.41,309.13,464.65,2,418.54,12,9.840287769784172,138
heterophyllus,1478546,-116.8156,33.8786,1164,1997,5,4,1997-05-04,245,1996-09-01,1996-11-22,82,163,1997-04-05,216,29,163.5,395.89,44.46,573.9,5,440.34999999999997,13,11.333536585365854,163
heterophyllus,1480583,-116.8503,33.9396,831,1992,4,2,1992-04-02,214,1991-09-01,1991-12-28,118,96,1992-04-03,215,-1,166,212.56,168.63,212.54999999999998,1,381.19,10,11.378350515463918,96
heterophyllus,1483657,-117.0767,34.1228,862,1999,5,26,1999-05-26,267,1998-09-01,1999-01-25,146,121,1999-06-06,278,-11,206.5,75.34,80.36,373.95,12,155.7,17,11.989344262295083,121
heterophyllus,1485050,-117.0815,33.4394,379,1997,3,29,1997-03-29,209,1996-09-01,1996-11-22,82,127,1997-04-05,216,-7,145.5,225.53,53.32,431.55,6,278.85,11,13.53671875,127
heterophyllus,1486412,-117.1836,33.4995,370,2001,5,4,2001-05-04,245,2000-09-01,2001-01-09,130,115,2001-04-23,234,11,187.5,247.53,57.3,329,6,304.83,14,11.937931034482759,115
heterophyllus,1486548,-116.9534,33.6986,556,2001,5,16,2001-05-16,257,2000-09-01,2001-01-09,130,127,2001-04-23,234,23,193.5,181.55,22.84,538.65,7,204.39000000000001,13,12.6640625,127
heterophyllus,1495814,-117.0572,33.599,471,1989,4,6,1989-04-06,217,1988-09-01,1988-12-15,105,112,1989-04-01,212,5,161,113.71000000000001,44.010000000000005,503.2,2,157.72,8,11.561061946902655,112
heterophyllus,1495919,-117.0259,33.6944,468,1991,5,10,1991-05-10,251,1990-09-01,1991-02-28,180,71,1991-04-01,212,39,215.5,237.95,0,297.65,4,237.95,7,13.901388888888889,71
heterophyllus,1535024,-117.4548,34.299,973,2003,4,2,2003-04-02,213,2002-09-01,2002-11-09,69,144,2003-05-11,252,-39,141,114.46,280.32,518.35,5,394.78,11,11.442758620689656,144
heterophyllus,1539732,-116.7881,33.8964,571,2003,4,18,2003-04-18,229,2002-09-01,2002-11-09,69,160,2003-05-09,250,-21,149,122.91,231.47,673.25,8,354.38,15,13.748447204968944,160
heterophyllus,1542149,-116.8136,32.5983,716,2003,5,4,2003-05-04,245,2002-09-01,2002-11-09,69,176,2003-05-10,251,-6,157,165.59,266.7,748.45,5,434.34000000000003,14,12.177401129943503,176
heterophyllus,1554119,-116.8676,33.5348,850,2003,3,26,2003-03-26,206,2002-09-01,2002-12-17,107,99,2003-05-09,250,-44,156.5,81.82000000000001,177.91,367.1,5,259.73,9,11.364,99
heterophyllus,1554120,-116.8676,33.5348,850,2003,3,12,2003-03-12,192,2002-09-01,2002-12-17,107,85,2003-05-09,250,-58,149.5,81.82000000000001,115.05,311.25,5,196.87,8,11.282558139534883,85
heterophyllus,1556080,-117.0782,33.453,379,1997,2,23,1997-02-23,175,1996-09-01,1996-11-22,82,93,1997-04-05,216,-41,128.5,141.37,132.43,262.59999999999997,5,273.8,10,12.852127659574467,93
heterophyllus,1562994,-116.8796,32.806,316,2003,4,15,2003-04-15,226,2002-09-01,2002-11-09,69,157,2003-05-10,251,-25,147.5,126.38,205,602.55,7,345.15,14,13.790506329113924,157
heterophyllus,1567595,-116.7663,33.3266,1192,2003,5,24,2003-05-24,265,2002-09-01,2002-11-08,68,197,2003-05-10,251,14,166.5,244.07,274.45,802.95,11,518.52,18,9.970707070707071,197
heterophyllus,1568012,-116.6634,33.3089,908,2004,4,27,2004-04-27,239,2003-09-01,2003-11-12,72,167,2004-04-20,232,7,155.5,83.07000000000001,151.24,907.45,10,234.31,15,10.310714285714285,167
